"15","15","Looked down from a broken sky
Traced out by the city lights
My world from a mile high
Best seat in the house tonight
Touched down on the cold black tar 
Hold on for the sudden stop
Breathe in the familiar shock
Of confusion
And chaos

All those people goin' somewhere
Why have I never cared?

Give me Your eyes for just one second
Give me Your eyes so I can see
Everything that I keep missing
Give me Your love for humanity
Give me Your arms for the broken-hearted
The ones that are far beyond my reach
Give me Your heart for the ones forgotten
Give me Your eyes so I can see
Yeah
Yeah
Yeah
Yeah

Step out on a busy street
See a girl and our eyes meet
Does her best to smile at me
To hide what's underneath
There's a man just to her right
Black suit and a bright red tie
Too ashamed to tell his wife
He's out of work, he's buyin' time

All those people goin' somewhere
Why have I never cared?

Give me Your eyes for just one second
Give me Your eyes so I can see
Everything that I keep missing
Give me Your love for humanity
Give me Your arms for the broken-hearted
The ones that are far beyond my reach
Give me Your heart for the ones forgotten
Give me Your eyes so I can see
Yeah
Yeah
Yeah
Yeah

I've been there a million times 
A couple of million eyes 
Just move and pass me by
I swear I never thought that I was wrong 
Well I want a second glance 
So give me a second chance 
To see the way You've seen the people all along

Give me Your eyes for just one second
Give me Your eyes so I can see
Everything that I keep missing
Give me Your love for humanity
Give me Your arms for the broken-hearted
The ones that are far beyond my reach
Give me Your heart for the ones forgotten
Give me Your eyes so I can see

Give me Your Eyes (Give me Your eyes for just one second)
Lord, give me Your eyes (Give me Your eyes so I can see)
Everything (Everything that I keep missing)
That I keep missing
Give me Your heart (Give me Your arms for the broken-hearted)
For the broken hearted (The ones that are far beyond my reach)
Give me Your heart (Give me Your heart for the ones forgotten)
Lord, give me Your eyes (Give me Your eyes so I can see)"
"17","17","I waited for you today
But you didn't show
No no no
I needed You today
So where did You go?
You told me to call
Said You'd be there
And though I haven't seen You
Are You still there?

[Chorus:]
I cried out with no reply
And I can't feel You by my side
So I'll hold tight to what I know
You're here and I'm never alone

And though I cannot see You
And I can't explain why
Such a deep, deep reassurance
You've placed in my life

We cannot separate
'Cause You're part of me
And though You're invisible
I'll trust the unseen

[Chorus]

We cannot separate
You're part of me
And though You're invisible
I'll trust the unseen

[Chorus]
"
"21","21","Whoo!
It sure is hot out here
Ya know?
I don't mind thought
Just glad to be free
Know what I'm saying, uh!

Take the shackles off my feet so I can dance
I just wanna praise you
(What'cha wanna do?)
I just wanna praise you
(Yeah, yeah)
You broke the chains now I can lift my hands
(Uh feel me?)
And I'm gonna praise you
(What'cha gon do?)
I'm gonna praise you

In the corners of mind
I just can't seem to find a reason to believe
That I can break free
Cause you see I have been down for so long
Feel like the hope is gone
But as I lift my hands, I understand
That I should praise you through my circumstance

Take the shackles off my feet so I can dance
I just wanna praise you
I just wanna praise you
You broke the chains now I can lift my hands
And I'm gonna praise you
I'm gonna praise you

Everything that could go wrong
All went wrong at one time
So much pressure fell on me
I thought I was gon lose my mind
But I know you wanna see
If I will hold on through these trials
But I need you to lift this load
Cause I can't take it anymore

Take the shackles off my feet so I can dance
I just wanna praise you
I just wanna praise you
You broke the chains now I can lift my hands
And I'm gonna praise you
I'm gonna praise you

Been through the fire and the rain
Bound in every kind of way
But God has broken every chain
So let me go right now

Take the shackles off my feet so I can dance
I just wanna praise you
I just wanna praise you
You broke the chains now I can lift my hands
And I'm gonna praise you
I'm gonna praise you
[repeat x3]

Take them off
What'cha gonna do, yeah

Take the shackles off my feet so I can dance
I just wanna praise you
I just wanna praise you
You broke the chains now I can lift my hands
And I'm gonna praise you
I'm gonna praise you"
"22","22","Joyful, Joyful
Lord, we adore Thee
God of glory, Lord of love
Hearts unfold like flowers before Thee
Hail Thee as the sun above
Melt the clouds of sin and sadness
Drive the dark of doubt away
Giver of immortal gladness
Fill us with the light, fill us with the light
Oh, fill us with the light of day......

Joyful, Joyful
Lord, we adore Thee
God of glory, Lord of love
Hearts unfold like flowers before Thee
Hail Thee as the sun above
Melt the clouds of sin, sin and sadness
Drive the dark of doubt away, drive it away
Giver of immortal gladness
Fill us, fill us with the light of day
Light of day!

[Rap]
(Check the rhyme)
Yo, Joyful, Joyful
Lord we adore Thee
An' in my life I put none before Thee
Cuz since I was a youngster
I came to know that you was the only way to go
So I had to grow an' come to an understandin'
That I'm down with the King so now I'm demandin'
That you tell me who you down with, see
Cuz all I know is that I'm down with G-O-D
You down with G-O-D?
(Yeah, you know me)
You down with G-O-D?
(Yeah, you know me)
You down with G-O-D?
(Yeah, you know me)
Who's down with G-O-D?
(Everybody)

Come and join the chorus
The mighty, mighty chorus
Which the morning stars begun
The Father of love is reigning over us

Right away
What have you done for Him lately?
Ooh, ooh, ooh yeah
What have you done for Him lately?

He watches over everything
So we sing

Joyful, Joyful
Lord, we adore Thee
God of glory, Lord of love
Hearts unfold like flowers before Thee
Hail Thee as the sun above
Melt the clouds of sin, sin and sadness
Drive the dark of doubt away, drive it away
Giver of immortal gladness (won't you)
Fill us (Fill us with the light of day, Lord, fill us)
Fill us (oh we need You, yes we do, fill us)
Fill us (yeah..., oh, oh yeah)
Fill us (with the light of day, Lord)
(We need you, come right away,
we need you, need you today, we need you,
I'm here to say fill us, fill us, fill us, fill us...)

Fill us with the light of day (oh, yeah)
Light of day!"
"23","23","(intro)
Was at the end of my rope, had nowhere to go
Was at the end of my rope, I had nothing to show
Until the day I turned to You, was at the end of my 

[What?]
[You talking to me?]
[You talking to me?]
[You call me crazy [x4]] 

You call me crazy, man you make my day
My state of residence was disarray
At every party and as far as anybody knew - everything was cool, but
The truth was bottled up inside of me
I was as lonely as a man could be
And my 200 friends couldn't fill the void in my soul
It was a giant hole 

Nothing made any sense
I thought there would never be an end
Then love came knocking at my door 

(chorus)
Since I met You I've been alright
You turn all my darkness into light
Since I met You I've been okay, I've been alright
[Ya know I've been alright]
Since I met You I've been okay
You're rolling my winter into may
And since I met You I've been alright
I've been okay [since I met you]
I've been okay [since I met you] 

You got me feeling like a million bucks
Some people write it OFF as Irish luck
But I know better, cause my rabbit's foot never did me a bit of good
The truth hit me like a sock in the eye
A revelation that I can't deny
Your love has overtaken every little part of me
You were what I needed 

I'm carried away
Never seen the sunshine like today
You made something of my life 

(repeat chorus) 

(bridge)
Was at the end of my rope
I had no where to go, go
Was at the end of my rope
I had nothing to show
Until the day that I turned to you
Was at the end of my rope
I had nowhere to go, go, go
Was at the end of my rope
I had nothing to show
Until the day that I turned to you
Was at the end of my rope 

[Yeah, that's right, I'm talkin' to you]
Sick and tired [x4] 

Sick and tired of the same ol' fluff
You CAME ALONG and You shook me up
You got me tripping on a vision of eternity
I can see it clearly 

(chorus) 

Was at the end of my rope
[With nowhere to go]
I had nowhere to go, go
[Nowhere to go]
Was at the end of my rope
[With nothing to show]
Had nowhere to go, go, go
[I had nowhere to go]
Was at the end [I had nowhere to go] [come on] of my rope
[I had nowhere to go] [come on]
Was at the end [nowhere to go] [come on] of my rope
[I had nowhere to go] Was at the end, then I met you 

[Nowhere to go]"
"24","24","Never let Him see you when you're breaking
And never let Him see you when you fall
That's how we live
And that's how we try

Tell the world you've got it all together
And never let him see what's underneath
We cover it up with a crooked smile
But it only lasts for a little while

There's no such thing as perfect people
There's no such thing as a perfect life
So come as you are, broken and scarred
Lift up your heart and be amazed
And be changed by a perfect God, yeah

Suddenly it's like a weight is lifted
When you hear the words that you are loved
He knows where you are and where you've been
And you never have to go there again, no

There's no such thing as perfect people
And there's no such thing as a perfect life
So come as you are, broken and scarred
Lift up your heart and be amazed
And be changed by a perfect God

Who lived and died to give new life
To heal our imperfections
So look up and see love
And let grace be enough, oh

There's no such thing as perfect people, yeah
There's no such thing as a perfect life
So come as you are, broken and scarred
Lift up your heart and be amazed
And be changed by a perfect God

By a perfect God, yeah
By a perfect God, yeah
By a perfect God
By a perfect God

Be changed by a perfect God
Be changed"
"26","26","Take a look at the mountains
Stretching a mile high
Take a look at the ocean 
Far as your eye can see
And think of Me

Take a look at the desert
Do you feel like a grain of sand?
I am with you wherever
Where you go is where I am

And I'm always thinking of you
Take a look around you
I'm spelling it out one by one

[Chorus]
I love you more than the sun
And the stars that I taught how to shine
You are mine, and you shine for me too
I love you yesterday and today 
And tomorrow, I'll say it again and again
I love you more

Just a face in the city
Just a tear on a crowded street
But you are one in a million
And you belong to Me

And I want you to know
That I'm not letting go
Even when you come undone

[Chorus]
I love you more than the sun
And the stars that I taught how to shine
You are mine, and you shine for me too
I love you yesterday and today 
And tomorrow, I'll say it again and again
I love you more
I love you more

Shine for Me 
Shine for Me
Shine on, shine on
Shine for Me

[Chorus]
I love you more than the sun
And the stars that I taught how to shine
You are mine, and you shine for me too
I love you yesterday and today 
And tomorrow, I'll say it again and again
I love you more 

[Chorus]
Than the sun 
and the stars that I taught how to shine
You are mine, and you shine for me too
I love you, yesterday and today
Through the joy and the pain 
I'll say it again and again
I love you more
I love you more

And I see you 
And I made you
And I love you more than you can imagine
More than you can fathom
I love you more than the sun
And you shine for me"
"28","28","I've been hearing voices
Telling me that I could 
Never be what I wanna be.
They're binding me with lies,
Haunting me at night,
And saying there's nothing to believe.
Somewhere in the quietness,
When I'm overcome with loneliness,
I hear You call my name.
And like a father You are near
And as I listen I can hear You say

[Chorus:]
You are a child of Mine
Born of My own design
And you bear the heart of life.
No matter where you go,
Oh, you will always know
You have been made free in Christ.
You are a child of Mine

And so I listen as You tell me who I am 
And who it is I'm gonna be.
And I hang on every word,
Knowing I have heard
I am Yours and I am free
But when I am alone at night
That is when I hear the lie
You'll never be enough
And though I'm giving into fear
If I listen I can hear You say

[Chorus]

I am calling..
I am calling..
I am calling..

[Chorus]"
"30","30","I was sure by now
God You would have reached down
And wiped our tears away
Stepped in and saved the day
But once again, I say ""Amen"", and it's still raining

As the thunder rolls
I barely hear Your whisper through the rain
""I'm with you"" 
And as Your mercy falls
I raise my hands and praise the God who gives
And takes away

[Chorus:]

And I'll praise You in this storm
And I will lift my hands
For You are who You are
No matter where I am
And every tear I've cried
You hold in Your hand
You never left my side
And though my heart is torn
I will praise You in this storm
I remember when
I stumbled in the wind
You heard my cry to you
And you raised me up again
My strength is almost gone
How can I carry on
If I can't find You
But as the thunder rolls
I barely hear You whisper through the rain
""I'm with you""
And as Your mercy falls
I raise my hands and praise the God who gives
And takes away

[Chorus]

I lift my eyes unto the hills
Where does my help come from?
My help comes from the Lord
The Maker of Heaven and Earth

[Chorus x2] "
"34","34","How deep the Father's love for us
How vast beyond all measure
That He would give His only Son
To make a wretch His treasure
How great the pain of searing loss
The Father turns His face away
As wounds which mar the chosen One
Bring many sons to glory

Behold the Man upon a cross
My guilt upon His shoulders
Ashamed, I hear my mocking voice
Call out among the scoffers
It was my sin that held Him there
Until it was accomplished
His dying breath has brought me life
I know that it is finished

I will not boast in anything
No gifts, no power, no wisdom
But I will boast in Jesus Christ
His death and resurrection
Why should I gain from His reward?
I cannot give an answer
But this I know with all my heart
His wounds have paid my ransom"
"36","36","I could live life alone 
And never feel the longings of my heart 
The healing warmth of someone's arms 
And I could live without dreams 
And never know the thrill of what could be 
With every star so far and out of reach 
I could live without many things 
And I could carry, but...I couldn't face my life tomorrow 
Without Your hope in my heart I know

I can't live a day without You 
Lord, there's no night and there's no morning 
Without Your loving arms to hold me 
You're the heartbeat of all I do 
I can't live a day without you

I could travel the world 
See all the wonders beautiful to me 
They'd only make me think of You 
And I could have all life offers 
Riches that were far beyond compare 
To grant my wish without a care 
Oh, I could do anything 
And I could carry on, oh yes 
But if you weren't in at all... 
Jesus, I live because You live 
You're like the air I breathe 
Oh Jesus, oh, I have because You give 
You're everything to me Oh..."
"38","38",NULL
"39","39","I've got it all, but I feel so deprived
I go up, I come down and I'm emptier inside
Tell me what is this thing that I feel like I'm missing
And why can't I let it go

There's gotta be more to life...
Than chasing down every temporary high to satisfy me
Cause the more that I'm...
Trippin' out thinkin' there must be more to life
Well it's life, but I'm sure... There's gotta be more

(Than wanting more)

I've got the time and I'm wasting it slowly
Here in this moment I'm half-way out the door
Onto the next thing, I'm searching for something that's missing

There's gotta be more to life...
Than chasing down every temporary high to satisfy me
Cause the more that I'm...
Trippin' out thinkin' there must be more to life
Well it's life, but I'm sure... There's gotta be more

I'm wanting more

 I'm always waiting on something other than this
Why am I feelin' like there's something I missed....
Always... Always...

There's gotta be more to life...
Than chasing down every temporary high to satisfy me
Cause the more that I'm...
Trippin' out thinkin' there must be more to life
Well it's life, but I'm sure... There's gotta be more

There's gotta be more to life...
Than chasing down every temporary high to satisfy me
Cause the more that I'm...
Trippin' out thinkin' there must be more to life
Well it's life, but I'm sure... There's gotta be more

More to life
There's gotta be more to life (more to life)
There's gotta be more to life (more)
More to my life"
"40","40","I was lost in darkness 
Never knowing where to turn 
I thought I had all the answers 
But I had so much to learn 
Like a child I had gone astray 
Trying to make it on my own
Like a father You embraced me 
And You showed the way back home

And now that I know the truth that you proclaim 
I will keep trusting You to fill me up
Til only You remain 
And I will not rest until my every word
Brings glory to Your name 
All that I am, all that I do, I live for You

Only You could save me 
From the debt I had to pay 
So now I want to tell the world 
The difference You have made 
You have changed the way I live and love 
And made my heart brand new 
Now that we are joined together 
I know I'm nothing without You
"
"41","41","The world is watching us from a distance
Wanting more from their own existence
Tell me, how do we make a difference for eternity?
Does anybody want to know why we’re alive?

(oh oh oh oh)
What’s the purpose of this life?
(oh oh oh oh)

*Chorus
Before I die and I leave the world behind
I want to know why I’m alive

You’re created for the creator to live inside
There’s a hole in your soul and I know that you try
To fill it with every little thing but the very One who can heal it
And bring hope to a world that wants to know why they’re alive
What's the purpose of this life?

*Chorus

Spirit cry for this generation (generation)
We’re chasing the wind trying to embrace it
Open our eyes to all the lies that we try to justify when deep down inside
All we want to find is someone that loves us all of the time and it’s you

Yea it’s you oh oh
Only you
Yea it’s you oh oh oh
You’re beautiful came down from heaven just to save my save my soul
Beautiful oh oh oh oh oh
You’re so beautiful
The people of this world are praising you and they are
Beautiful oh oh oh oh
You’re so beautiful...

[Our arrangement ends here]

...came down from heaven just save my save my soul
Beautiful oh oh oh oh oh
Now i am beautiful / you’ve made me so beautiful / now we’re so beautiful "
"42","42","In these days of confused situations.
In these nights of a restless remorse,
When the heart and the soul of the nation,
lay wounded and cold as a corpse.
From the grave of the innocent Adam,
comes a song bringing joy to the sad.
Oh your cry has been heard and the ransom,
has been paid up in full, Be Ye Glad.

(Chorus)

Oh, Be Ye Glad, Be Ye Glad,
Every debt that you ever had
Has been paid up in full by the grace of the Lord,
Be Ye Glad, Be Ye Glad, Be Ye Glad.

From the dungeon a rumor is stirring.
Though you have heard it again and again.
But this time your cell keys are turning,
and outside there are faces of friends.
And though your body lay weary from wasting,
and your eyes show the sorrow they've had.
Oh the love that your heart is now tasting
has opened the gate, Be Ye Glad.

(Chorus)

So be like lights on the rim of the water,
giving hope in a storm sea of night.
Be a refuge amidst the slaughter,
for these fugitives in their flight.
For you are timeless and part of a puzzle.
You are winsome and young as a lad.
And there is no disease or no struggle,
that can pull you from God, Be Ye Glad.

(Chorus)"
"44","44",NULL
"45","45",NULL
"46","46",NULL
"47","47",NULL
"48","48","I was standing in the pouring rain one dark November night
Fighting off the bitter cold when she caught my eye
Her face was taut and her eyes were filled and to my surprise
She pulled out a photograph and my heart just stopped inside
She said, ""He would have been three today. I miss his smile. I miss his face.""
What was I supposed to say?

But I believe always, always
Our savior never fails
Even when all hope is gone
God knows our pain 
And his promise remains.
He will be with you always

He was living in a broken world dreaming of a home
His heart was barely keeping pace when I found him all alone
Remembering the way he felt when his daddy said goodbye
Fighting just to keep the tears and the anger locked inside
He's barely holding on to faith 
But deliverance is on its way

'Cause I believe always, always
Our savior never fails.
Even when all hope is gone
God knows our pain 
And his promise remains
He will be with you always

Friend, I don't know where you are 
And I don't know where you've been.
Maybe you're fighting for your life 
Just about to throw the towel in, 
But if you 're crying out for mercy 
If there's no hope left at all
If you've given everything you've got
And you're still about to fall
Well hold on
Hold on
Hold on

'Cause I believe always, always 
Our savior never fails
Even when all faith is gone
God knows our pain
And his promise remains
Always. always
He will be with you always
He will be with you always
He will be with you"
"49","49",NULL
"50","50",NULL
"51","51",NULL
"52","52","He cries in the corner where nobody sees
He's the kid with the story
No one would believe
He prays every night
""Dear God won't you please
Could you send someone here
Who will love me?""

Who will love me for me
Not for what I have done
Or what I will become
Who will love me for me
'Cause nobody has shown me what love
What love really means

Her office is shrinking a little each day
She's the woman whose husband has run away
She'll go to the gym after working today
Maybe if she was thinner
Then he would've stayed
And she says...

Who will love me for me
Not for what I have done
Or what I will become
Who will love me for me
'Cause nobody has shown me what love
What love really means
What love really means

He's waiting to die as he sits all alone
He's a man in a cell who regrets what he's done
He utters a cry from the depths of his soul
""Oh Lord, forgive me, I want to go home""

Then he heard a voice somewhere deep inside
And it said,
""I know you've murdered and I know you've lied
And I have watched you suffer all of your life
And now that you'll listen I'll, I'll tell you that I...""

I will love you for you
Not for what you have done
Or what you will become
I will love you for you
I will give you the love
The love that you never knew
Love you for you
Not for what you have done
Or what you will become
I will love you for you
I will give you the love
The love that you never knew

"
"53","53","You dwell in the songs that we are singing,
Rising to the Heavens, rising to Your heart, Your heart.
Our praises filling up the spaces
In between our frailty and everything You are
You are the keeper of my heart

And I'm restless, I'm restless
'Til I rest in You, 'til I rest in You
I am restless, I'm restless
'Til I rest in You, 'til I rest in You
Oh God, I wanna rest in You

Oh, speak now for my soul is listening
Say that You have saved me, whisper in the dark, the dark.
'Cause I know You're more than my salvation
Without you I am hopeless, tell me who You are
You are the keeper of my heart
You are the keeper of my heart

And I'm restless, I'm restless
'Til I rest in You, 'til I rest in You
I am restless, I'm restless

'Til I rest in You, 'til I rest in You, Oh
I wanna rest in You

Still my heart, hold me close
Let me hear, a still small voice
Let it grow, let it rise
Into a shout, into a cry

Still my heart, hold me close
Let me hear, a still small voice
Let it grow, let it rise
Into a shout, into a cry

And I am restless, I'm restless
'Til I rest in You, let me rest in You
And I am restless, so restless
'Til I rest in You, 'til I rest in You, Oh God
Let me rest in You."
"54","54",NULL
"57","57",NULL
"58","58",NULL
"59","59",NULL
"60","60",NULL
"61","61","I don't mind if you've got something nice to say about me 
And I enjoy an accolade like the rest 
You could take my picture and hang it in a gallery 
Of all who's who and so-n-so's that used to be the best 
At such'n'such ... it wouldn't matter much

I won't lie, it feels alright to see your name in lights 
We all need an 'Atta boy' or 'Atta girl' 
But in the end I'd like to hang my hat on more besides 
The temporary trappings of this world

I want to leave a legacy 
How will they remember me? 
Did I choose to love? Did I point to You enough 
To make a mark on things? 
I want to leave an offering 
A child of mercy and grace who
blessed your name unapologetically 
And leave that kind of legacy

I don't have to look too far or too long awhile 
To make a lengthy list of all that I enjoy 
It's an accumulating trinket and a treasure pile 
Where moth and rust, thieves and such will soon enough destroy

Not well traveled, not well read, not well-to-do or well bred 
Just want to hear instead, ""Well Done"" good and faithful one..."
"62","62",NULL
"63","63","I'm not about to give up, because I heard you say
There's gonna be brighter days, there's gonna be brighter days
I won't stop, I'll keep my head up, no, I'm not here to stay
There's gonna be brighter days, there's gonna be brighter days

I just might bend but I won't break, as long as I can see your face
When life won't play along, and right keeps going wrong
And I can't seem to find my way, I know where I am found
So I won't let it drag me down, oh, I'll keep dancing anyway

I'm gonna move, move
I'm gonna move, move
I'm gonna move
I'm gonna move

I've got to hold 'er steady, keep my head in the game
Everything is about to change, everything is about to change
This hurt is getting heavy, but I'm not about to cave
Everything is about to change, there's gonna be brighter days

I just might bend but won't break, as long as I can see your face
When life won't play along, and right keeps going wrong
And I can't seem to find my way, I know where I am found
So I won't let it drag me down, oh, I'll keep dancing anyway

No matter what may come,
image: http://static.urx.io/units/web/urx-unit-loader.gif


Gotta move to a different drum
No matter what life brings
Gotta move

Gotta move
To a different beat
No matter what may come
Gotta move to a different drum

No matter what life brings
Gotta move
Gotta move
To a different beat

I just might bend but I won't break as long as I can see your face
When life won't play along and right keeps going wrong
And I can't seem to find my way I know where I am found
So I won't let it drag me down, oh, I'll keep dancing anyway

When life won't play along and right keeps going wrong
And I can't seem to find my way, I know where I am found
So I won't let it drag me down
Oh, I'll keep dancing anyway
Read more at http://www.songlyrics.com/mercyme/move-lyrics/#gx73GkWbpTHCJpVb.99"
"64","64",NULL
"65","65",NULL
"66","66","In my own little world it hardly ever rains
I've never gone hungry, always felt safe
I got some money in my pocket, shoes on my feet
In my own little world: population -- me

I try to stay awake during Sunday morning church
I throw a twenty in the plate but I never give 'til it hurts
And I turn off the news when I don't like what I see
It's easy to do when its population -- me

What if there's a bigger picture?
What if I'm missing out?
What if there's a greater purpose?
I could be living right now
Outside my own little world

Stopped till the red light, looked out my window
I saw a cardboard sign said, ""Help this homeless widow""
And just above that sign was the face of a human
I thought to myself, ""God, what have I been doing?""
So I rolled down the window and I looked her in the eye
Oh, how many times have I just passed her by?
I gave her some money then I drove on through
And my own little world reached population two

What if there's a bigger picture?
What if I'm missing out?
What if there's a greater purpose?
I could be living right now
Outside my own little world, ooh, my own little world, ooh

Father, break my heart for what breaks Yours
Give me open hands and open doors
Put Your light in my eyes and let me see
That my own little world is not about me

What if there's a bigger picture?
What if I'm missing out?
What if there's a greater purpose?
That I could be living right now

I don't wanna miss what matters
I wanna be reaching out
Show me the greater purpose
So I can start living right now
Outside my own little world, my own little world, my own little world"
"67","67",NULL
"68","68",NULL
"69","69",NULL
"71","71",NULL
"73","73",NULL
"74","74",NULL
